video_id,label,start_time,end_time,total_time
L8HMR,c040,10.50,23.60,32.58
HIC67,c071,0.80,8.70,25.08
HIC67,c075,6.70,16.80,25.08
HIC67,c106,1.80,14.40,25.08
HIC67,c106,12.20,24.10,25.08
HIC67,c110,8.20,21.10,25.08
HIC67,c119,18.40,24.60,25.08
HIC67,c120,13.20,19.10,25.08
HIC67,c074,12.30,17.50,25.08
HIC67,c070,0.00,16.50,25.08
HIC67,c118,14.10,24.40,25.08
PPCWE,c016,4.00,18.00,17.08
PPCWE,c150,0.00,6.00,17.08
PPCWE,c015,3.00,18.00,17.08
VNQES,c040,0.00,40.00,39.21
VNQES,c154,37.20,40.00,39.21
VNQES,c042,23.90,31.00,39.21
VNQES,c011,20.00,26.10,39.21
VNQES,c149,6.00,13.40,39.21
VNQES,c097,35.70,40.00,39.21
VNQES,c059,0.00,26.90,39.21
LTYK5,c152,0.00,5.30,28.17
LTYK5,c154,16.20,21.20,28.17
LTYK5,c006,12.90,17.90,28.17
LTYK5,c054,7.80,13.40,28.17
LTYK5,c004,0.70,16.20,28.17
LTYK5,c008,0.00,5.10,28.17
LTYK5,c001,2.30,16.20,28.17
6PL9Z,c073,3.40,9.50,19.67
6PL9Z,c026,6.20,11.30,19.67
6PL9Z,c030,5.80,13.40,19.67
6PL9Z,c123,0.00,6.40,19.67
6PL9Z,c154,2.40,7.20,19.67
6PL9Z,c070,3.50,21.00,19.67
GK6GN,c020,0.00,30.00,29.25
GK6GN,c130,0.00,30.00,29.25
GK6GN,c152,0.00,30.00,29.25
GK6GN,c062,0.00,29.20,29.25
GK6GN,c081,0.00,5.70,29.25
GK6GN,c081,11.30,17.50,29.25
GK6GN,c081,14.70,20.90,29.25
GK6GN,c109,22.70,28.50,29.25
GK6GN,c063,0.00,3.90,29.25
GK6GN,c063,3.40,8.60,29.25
GK6GN,c063,6.80,12.10,29.25
GK6GN,c110,21.30,26.90,29.25
7NBPG,c026,0.00,25.00,29.71
7NBPG,c031,20.20,25.10,29.71
7NBPG,c032,0.00,24.40,29.71
7NBPG,c084,23.20,31.00,29.71
7NBPG,c088,23.70,31.00,29.71
7NBPG,c027,0.00,4.80,29.71
7NBPG,c117,22.60,28.00,29.71
7NBPG,c028,20.20,25.30,29.71
7NBPG,c083,23.10,28.60,29.71
7NBPG,c025,20.10,24.40,29.71
7NBPG,c027,0.00,31.00,29.71
7NBPG,c117,0.00,31.00,29.71
7NBPG,c028,0.00,31.00,29.71
L3JDK,c128,12.50,18.20,31.00
L3JDK,c147,0.00,32.00,31.00
0M7YH,c143,2.00,7.70,30.62
0M7YH,c106,28.70,32.00,30.62
0M7YH,c061,6.30,28.10,30.62
0M7YH,c106,10.10,24.70,30.62
MQ9PZ,c112,0.00,7.80,30.88
MQ9PZ,c114,10.80,18.90,30.88
MQ9PZ,c125,0.00,32.00,30.88
MQ9PZ,c006,0.00,7.80,30.88
MQ9PZ,c008,0.00,2.60,30.88
MQ9PZ,c027,6.10,11.80,30.88
MQ9PZ,c025,8.30,14.50,30.88
MQ9PZ,c032,7.70,12.80,30.88
MQ9PZ,c081,10.00,19.20,30.88
MQ9PZ,c028,7.20,13.40,30.88
MQ9PZ,c082,23.00,29.30,30.88
MQ9PZ,c127,3.60,10.10,30.88
5DPC8,c104,1.40,7.70,35.79
5DPC8,c016,11.80,35.20,35.79
5DPC8,c059,3.40,35.90,35.79
5DPC8,c151,3.90,11.00,35.79
5DPC8,c154,28.80,35.70,35.79
5DPC8,c097,33.90,37.00,35.79
5DPC8,c017,33.90,37.00,35.79
5DPC8,c018,33.90,37.00,35.79
5DPC8,c015,33.90,37.00,35.79
KVWRK,c033,0.00,27.00,26.21
KVWRK,c061,0.00,27.00,26.21
KVWRK,c070,0.00,27.00,26.21
SXMII,c134,0.00,9.70,31.92
SXMII,c077,21.50,25.70,31.92
SXMII,c000,10.20,15.90,31.92
SXMII,c154,21.40,27.40,31.92
SXMII,c146,0.20,5.00,31.92
SXMII,c074,23.60,28.60,31.92
SXMII,c002,24.90,31.00,31.92
SXMII,c003,7.90,13.50,31.92
SXMII,c126,7.60,14.80,31.92
SXMII,c004,24.40,33.00,31.92
SXMII,c127,25.00,32.90,31.92
SXMII,c135,6.60,23.30,31.92
SAK7K,c137,0.00,10.80,29.38
SAK7K,c106,23.50,30.00,29.38
SAK7K,c107,20.90,30.00,29.38
SAK7K,c110,19.20,26.50,29.38
SAK7K,c009,4.30,10.60,29.38
SAK7K,c118,21.00,30.00,29.38
SAK7K,c127,0.00,8.00,29.38
RQRR6,c046,16.70,24.50,33.58
RQRR6,c051,0.00,8.90,33.58
RQRR6,c052,5.40,21.30,33.58
3J639,c151,23.30,31.00,29.71
3J639,c154,11.90,21.70,29.71
3J639,c125,0.00,17.20,29.71
3J639,c126,16.50,22.60,29.71
3J639,c079,15.70,22.30,29.71
3J639,c077,18.10,22.40,29.71
OL2QI,c074,19.70,29.40,38.00
OL2QI,c126,3.70,15.90,38.00
OL2QI,c076,12.80,18.20,38.00
OL2QI,c077,18.00,25.00,38.00
OL2QI,c081,18.70,25.40,38.00
OL2QI,c001,11.50,24.80,38.00
DRGKV,c015,22.40,30.60,31.88
DRGKV,c087,21.00,29.00,31.88
DRGKV,c003,12.40,17.30,31.88
DRGKV,c155,3.90,14.30,31.88
UKGO4,c120,0.00,7.50,32.50
UKGO4,c148,10.50,33.00,32.50
UKGO4,c118,0.00,6.90,32.50
UKGO4,c105,26.80,31.10,32.50
UKGO4,c119,0.00,3.60,32.50
UKGO4,c148,15.20,20.20,32.50
UKGO4,c001,10.70,15.70,32.50
UKGO4,c110,0.00,4.40,32.50
UKGO4,c107,0.00,4.40,32.50
UKGO4,c000,12.10,29.50,32.50
7DGWM,c033,8.90,15.70,31.04
7DGWM,c035,15.40,22.50,31.04
7DGWM,c077,5.50,13.20,31.04
7DGWM,c079,13.10,22.10,31.04
7DGWM,c151,15.40,26.60,31.04
7DGWM,c006,15.90,32.00,31.04
7DGWM,c034,26.40,32.00,31.04
7DGWM,c076,17.10,30.30,31.04
7DGWM,c150,2.20,8.20,31.04
7DGWM,c154,7.90,23.30,31.04
7DGWM,c135,4.40,11.20,31.04
7DGWM,c078,15.90,30.10,31.04
7DGWM,c097,0.60,6.50,31.04
UIWY2,c103,2.00,22.40,28.54
UIWY2,c060,0.60,24.20,28.54
UIWY2,c151,23.30,28.90,28.54
64HO1,c061,2.10,30.00,29.50
64HO1,c149,2.90,30.00,29.50
64HO1,c006,6.00,12.90,29.50
64HO1,c152,2.30,30.00,29.50
64HO1,c008,0.80,8.60,29.50
64HO1,c118,1.40,30.00,29.50
64HO1,c097,0.70,10.30,29.50
PCXYE,c107,0.00,26.90,34.54
PCXYE,c106,0.20,14.30,34.54
PCXYE,c154,15.80,21.70,34.54
PCXYE,c082,21.30,36.00,34.54
PCXYE,c059,0.00,21.00,34.54
PCXYE,c110,0.00,26.40,34.54
PCXYE,c081,0.00,26.40,34.54
PCXYE,c109,0.00,26.40,34.54
I5PU9,c004,11.20,23.00,32.04
I5PU9,c015,19.80,33.00,32.04
I5PU9,c018,6.20,33.00,32.04
I5PU9,c002,7.80,23.40,32.04
I5PU9,c001,7.80,23.40,32.04
I5PU9,c016,19.20,33.00,32.04
9OJXP,c008,5.60,17.40,31.62
9OJXP,c033,0.00,32.30,31.62
9OJXP,c153,15.40,26.90,31.62
9OJXP,c097,10.20,17.80,31.62
8EYHC,c153,10.00,22.40,26.33
8EYHC,c144,23.20,27.00,26.33
XOFEX,c052,13.20,31.00,29.79
XOFEX,c016,0.00,15.60,29.79
XOFEX,c017,12.30,17.20,29.79
XOFEX,c014,12.90,31.00,29.79
XOFEX,c009,12.00,17.20,29.79
GFON7,c149,0.00,13.50,30.50
GFON7,c152,9.90,19.30,30.50
GFON7,c097,13.10,22.90,30.50
GFON7,c152,0.00,32.00,30.50
T0V4O,c093,0.00,23.90,32.17
T0V4O,c044,25.50,30.50,32.17
T0V4O,c096,0.00,23.40,32.17
T0V4O,c042,27.00,32.10,32.17
T0V4O,c041,23.30,30.80,32.17
T0V4O,c043,30.20,33.00,32.17
T0V4O,c039,30.20,33.00,32.17
T0V4O,c040,30.20,33.00,32.17
MSN1B,c106,8.30,14.70,23.46
MSN1B,c107,5.60,18.00,23.46
MSN1B,c110,6.70,11.50,23.46
MSN1B,c146,0.00,6.90,23.46
MSN1B,c154,17.80,23.10,23.46
MSN1B,c122,0.00,8.10,23.46
MSN1B,c015,0.00,9.90,23.46
2QI8F,c040,0.00,16.90,21.42
2QI8F,c042,9.70,18.80,21.42
2QI8F,c044,0.00,7.60,21.42
2QI8F,c009,10.20,20.50,21.42
2QI8F,c041,0.00,3.50,21.42
2QI8F,c097,8.40,13.90,21.42
2QI8F,c039,4.20,10.30,21.42
2QI8F,c041,0.00,14.00,21.42
2QI8F,c005,0.00,13.00,21.42
2QI8F,c039,9.70,14.20,21.42
JJKNY,c065,6.50,11.00,9.79
JJKNY,c069,5.40,11.00,9.79
JJKNY,c119,2.10,7.50,9.79
JJKNY,c121,3.40,9.80,9.79
JJKNY,c156,5.80,11.00,9.79
JJKNY,c067,6.20,11.00,9.79
JJKNY,c118,2.50,7.30,9.79
JJKNY,c120,2.00,7.00,9.79
JJKNY,c155,0.00,4.80,9.79
JJKNY,c153,0.00,3.40,9.79
JJKNY,c002,0.00,6.10,9.79
ODFF6,c024,4.50,9.90,31.08
ODFF6,c142,6.10,12.30,31.08
ODFF6,c143,9.50,15.10,31.08
ODFF6,c149,19.50,32.00,31.08
ODFF6,c020,3.10,8.90,31.08
EAPFO,c072,0.00,34.00,32.71
EAPFO,c132,0.00,34.00,32.71
EAPFO,c070,5.70,20.30,32.71
EAPFO,c134,0.10,34.00,32.71
1Q8WU,c153,16.80,23.40,25.17
1Q8WU,c128,0.00,22.60,25.17
1Q8WU,c061,0.00,26.00,25.17
QSQK2,c097,22.00,29.90,29.71
QSQK2,c150,7.00,12.70,29.71
QSQK2,c006,22.50,29.00,29.71
QSQK2,c008,19.20,26.80,29.71
QSQK2,c086,9.80,22.40,29.71
QSQK2,c141,18.70,25.60,29.71
GOCDE,c123,5.40,11.00,25.42
GOCDE,c107,1.80,14.00,25.42
GOCDE,c009,9.30,26.00,25.42
GOCDE,c108,3.60,9.00,25.42
GOCDE,c106,7.40,12.80,25.42
GOCDE,c110,2.20,7.70,25.42
GOCDE,c109,9.10,14.70,25.42
GOCDE,c154,19.00,25.20,25.42
OS7VW,c094,0.00,16.60,29.96
OS7VW,c113,10.80,31.00,29.96
OS7VW,c152,0.00,9.70,29.96
OS7VW,c154,0.00,31.00,29.96
OS7VW,c114,13.20,31.00,29.96
OS7VW,c096,0.00,31.00,29.96
ICL1M,c025,16.10,22.10,29.92
ICL1M,c026,0.00,31.00,29.92
ICL1M,c032,0.00,20.00,29.92
ICL1M,c154,22.80,29.20,29.92
ICL1M,c135,0.00,23.50,29.92
ICL1M,c106,20.10,26.20,29.92
ICL1M,c109,19.00,31.00,29.92
IULMX,c080,0.00,24.70,26.75
IULMX,c146,1.60,11.00,26.75
IULMX,c152,7.30,20.00,26.75
IULMX,c134,0.00,28.00,26.75
IULMX,c133,1.80,10.60,26.75
IULMX,c077,11.80,18.10,26.75
IULMX,c076,4.20,9.40,26.75
IULMX,c135,24.90,28.00,26.75
IULMX,c078,0.00,12.50,26.75
IULMX,c126,14.40,20.70,26.75
IULMX,c079,8.60,13.80,26.75
AHLZY,c137,18.60,34.00,32.83
AHLZY,c153,14.40,21.20,32.83
AHLZY,c038,12.00,22.60,32.83
AHLZY,c035,12.00,17.10,32.83
AHLZY,c153,21.80,32.10,32.83
AHLZY,c034,15.90,21.70,32.83
AHLZY,c127,19.40,28.80,32.83
AHLZY,c139,0.00,7.10,32.83
WB17C,c020,7.50,15.10,34.08
WB17C,c142,10.60,16.20,34.08
WB17C,c153,23.20,35.00,34.08
WB17C,c143,0.90,7.20,34.08
WB17C,c130,4.40,23.40,34.08
WB17C,c063,4.40,15.10,34.08
AM3R2,c076,0.00,13.90,26.04
AM3R2,c150,0.00,10.40,26.04
AM3R2,c123,10.80,27.00,26.04
AM3R2,c151,9.90,16.20,26.04
AM3R2,c080,8.80,14.80,26.04
AM3R2,c107,0.00,27.00,26.04
LHMMJ,c059,0.00,9.30,25.50
LHMMJ,c114,14.70,22.30,25.50
LHMMJ,c154,4.30,9.30,25.50
LHMMJ,c097,22.20,27.00,25.50
LHMMJ,c063,16.50,22.30,25.50
65M4K,c120,20.00,32.00,31.08
65M4K,c062,3.90,27.90,31.08
65M4K,c147,20.50,32.00,31.08
65M4K,c143,0.00,5.40,31.08
65M4K,c063,2.70,11.70,31.08
65M4K,c130,13.40,21.00,31.08
65M4K,c061,6.70,19.90,31.08
YSL3Z,c070,0.00,14.10,29.88
YSL3Z,c100,13.10,31.00,29.88
YSL3Z,c149,20.40,31.00,29.88
YSL3Z,c154,10.30,31.00,29.88
YSL3Z,c034,9.80,14.10,29.88
YSL3Z,c038,0.00,12.30,29.88
YSL3Z,c059,0.00,14.90,29.88
YSL3Z,c152,18.50,31.00,29.88
NY5LX,c021,19.60,27.10,34.50
NY5LX,c082,0.00,14.10,34.50
NY5LX,c020,19.50,36.00,34.50
NY5LX,c001,19.80,36.00,34.50
NY5LX,c002,0.00,36.00,34.50
NY5LX,c081,0.00,21.20,34.50
NY5LX,c114,0.00,36.00,34.50
NY5LX,c004,0.00,36.00,34.50
NY5LX,c127,17.70,36.00,34.50
NY5LX,c154,0.00,36.00,34.50
NY5LX,c000,17.90,36.00,34.50
NY5LX,c023,17.40,24.00,34.50
NY5LX,c033,24.00,29.00,34.50
NY5LX,c035,22.90,28.70,34.50
NY5LX,c034,24.80,30.60,34.50
OLH8O,c137,0.00,31.00,30.12
OLH8O,c141,16.00,20.90,30.12
4C5S6,c147,0.00,22.30,34.46
4C5S6,c143,19.50,26.40,34.46
JUGS8,c128,0.00,32.00,30.71
JUGS8,c107,13.70,23.70,30.71
JUGS8,c155,3.80,14.80,30.71
JUGS8,c152,0.00,6.80,30.71
JUGS8,c149,0.30,5.40,30.71
JUGS8,c000,14.10,26.90,30.71
JUGS8,c153,19.50,24.60,30.71
PWR6D,c052,0.00,26.80,31.00
PWR6D,c011,0.00,32.00,31.00
PWR6D,c153,21.10,32.00,31.00
PWR6D,c152,0.00,23.30,31.00
PWR6D,c059,0.00,32.00,31.00
V29QF,c033,0.00,5.80,20.50
V29QF,c096,9.10,16.50,20.50
AXZVQ,c060,2.30,32.00,30.71
AXZVQ,c082,4.20,32.00,30.71
AXZVQ,c113,3.50,10.10,30.71
AXZVQ,c154,0.80,8.50,30.71
AXZVQ,c063,6.30,12.10,30.71
AXZVQ,c114,10.10,32.00,30.71
AXZVQ,c063,21.40,32.00,30.71
VKTYD,c107,13.60,32.00,30.62
VKTYD,c006,2.80,11.00,30.62
VKTYD,c123,12.10,19.80,30.62
VKTYD,c118,7.40,32.00,30.62
VKTYD,c008,1.10,8.30,30.62
VKTYD,c151,12.60,18.30,30.62
VKTYD,c097,1.50,8.30,30.62
VKTYD,c132,3.80,32.00,30.62
VKTYD,c120,7.00,32.00,30.62
H9F6S,c097,24.20,29.40,30.92
H9F6S,c065,0.00,19.00,30.92
H9F6S,c067,0.00,16.60,30.92
H9F6S,c156,1.10,28.90,30.92
H9F6S,c118,0.00,32.00,30.92
II0EJ,c092,14.70,31.00,29.92
II0EJ,c107,0.00,13.10,29.92
II0EJ,c153,9.10,18.40,29.92
II0EJ,c125,0.00,31.00,29.92
II0EJ,c109,7.60,14.90,29.92
1X59T,c008,1.20,9.00,7.83
1X59T,c150,0.00,4.90,7.83
1X59T,c141,0.90,8.60,7.83
W8TE5,c016,0.00,16.00,15.38
W8TE5,c123,0.00,16.00,15.38
W8TE5,c087,0.00,5.60,15.38
W8TE5,c152,0.00,16.00,15.38
W8TE5,c015,0.00,16.00,15.38
W8TE5,c087,2.30,12.00,15.38
ZLRFB,c131,11.00,17.20,36.12
ZLRFB,c132,11.00,20.50,36.12
ZLRFB,c148,21.00,37.00,36.12
ZLRFB,c149,11.00,17.20,36.12
0XV7B,c055,11.90,37.00,35.88
0XV7B,c059,9.00,37.00,35.88
0XV7B,c019,0.00,37.00,35.88
0XV7B,c151,7.40,13.30,35.88
0XV7B,c148,18.90,37.00,35.88
0XV7B,c097,5.20,9.90,35.88
0XV7B,c008,1.20,9.00,35.88
0XV7B,c152,8.80,14.40,35.88
0XV7B,c152,17.80,25.80,35.88
VL20E,c015,0.00,19.60,22.04
VL20E,c016,0.00,19.90,22.04
VL20E,c153,14.20,23.00,22.04
VL20E,c150,16.80,23.00,22.04
VL20E,c154,15.80,21.20,22.04
VL20E,c011,0.00,20.00,22.04
VL20E,c009,11.70,18.40,22.04
VL20E,c017,11.70,18.70,22.04
VL20E,c059,0.00,20.10,22.04
JSY2I,c006,3.70,12.70,30.54
JSY2I,c008,0.00,6.90,30.54
JSY2I,c020,0.00,31.80,30.54
JSY2I,c006,0.00,8.60,30.54
JSY2I,c021,18.20,26.50,30.54
JSY2I,c153,9.60,16.40,30.54
JSY2I,c141,0.40,8.60,30.54
JSY2I,c097,0.00,6.00,30.54
X5YL3,c020,0.00,19.00,18.38
X5YL3,c062,5.40,14.80,18.38
X5YL3,c130,5.40,14.80,18.38
X5YL3,c020,0.00,2.80,18.38
X5YL3,c143,0.00,2.70,18.38
X5YL3,c142,13.00,19.00,18.38
X5YL3,c021,2.70,7.60,18.38
X5YL3,c061,5.70,10.50,18.38
THS0O,c015,0.00,24.50,34.58
THS0O,c016,0.00,20.90,34.58
THS0O,c017,17.10,24.50,34.58
THS0O,c061,21.60,36.00,34.58
THS0O,c063,21.60,27.50,34.58
THS0O,c081,18.40,24.00,34.58
Q0OEU,c041,0.00,18.00,16.92
JTUHP,c015,4.40,25.30,27.21
JTUHP,c147,2.90,23.60,27.21
JTUHP,c016,0.00,28.00,27.21
4878H,c078,0.00,5.70,22.50
4878H,c059,0.00,24.00,22.50
4878H,c076,0.00,23.60,22.50
NMTRI,c134,0.00,33.00,31.54
NMTRI,c106,22.00,31.40,31.54
NMTRI,c156,17.70,22.50,31.54
NMTRI,c133,0.00,5.20,31.54
NMTRI,c107,18.70,33.00,31.54
NMTRI,c146,0.00,5.20,31.54
NMTRI,c063,1.90,13.10,31.54
NMTRI,c118,3.80,10.70,31.54
NMTRI,c129,19.30,24.70,31.54
NMTRI,c072,0.50,5.80,31.54
NMTRI,c009,28.20,33.00,31.54
0N6B0,c087,3.80,23.40,25.83
0N6B0,c015,3.60,23.90,25.83
0N6B0,c016,2.80,23.10,25.83
0N6B0,c151,3.40,9.90,25.83
0N6B0,c135,5.20,27.00,25.83
4Q3KR,c114,4.70,17.10,32.71
4Q3KR,c082,10.00,23.00,32.71
AVVX3,c128,0.00,6.40,23.79
AVVX3,c094,16.90,25.00,23.79
AVVX3,c154,12.10,17.80,23.79
AVVX3,c096,15.40,25.00,23.79
AVVX3,c126,10.50,15.40,23.79
BU2R4,c106,0.00,16.00,30.50
BU2R4,c107,0.00,26.20,30.50
BU2R4,c109,20.30,27.30,30.50
BU2R4,c009,20.30,27.30,30.50
LI5VF,c077,6.70,19.30,30.58
LI5VF,c149,18.10,28.20,30.58
LI5VF,c000,0.00,7.40,30.58
LI5VF,c003,4.90,11.80,30.58
LI5VF,c004,0.00,7.50,30.58
LI5VF,c126,6.40,14.00,30.58
LI5VF,c020,0.00,10.90,30.58
LI5VF,c022,5.70,12.40,30.58
LI5VF,c076,0.00,10.30,30.58
HZA53,c098,0.00,32.00,30.54
SHKHX,c097,23.70,29.80,30.54
SHKHX,c106,0.10,6.70,30.54
SHKHX,c047,20.60,27.70,30.54
SHKHX,c109,10.20,15.20,30.54
SHKHX,c006,26.50,32.00,30.54
SHKHX,c009,10.20,15.20,30.54
SHKHX,c107,0.00,8.30,30.54
SHKHX,c050,14.40,19.90,30.54
SHKHX,c141,26.30,31.50,30.54
SHKHX,c008,20.30,26.60,30.54
UPZJ5,c092,2.30,10.10,30.54
UPZJ5,c145,0.00,9.80,30.54
UPZJ5,c152,6.30,31.50,30.54
JH47V,c106,23.90,32.20,36.96
JH47V,c108,0.00,17.00,36.96
JH47V,c011,0.00,33.30,36.96
JH47V,c118,0.00,23.80,36.96
JH47V,c059,0.00,33.30,36.96
JH47V,c109,0.00,23.50,36.96
XRQDI,c150,0.00,8.30,19.29
XRQDI,c149,7.20,15.80,19.29
XRQDI,c097,3.50,9.60,19.29
XRQDI,c152,18.00,20.00,19.29
57A1A,c101,11.00,16.00,18.75
57A1A,c126,11.00,16.00,18.75
57A1A,c112,3.00,9.00,18.75
57A1A,c006,3.00,9.00,18.75
57A1A,c113,2.80,9.00,18.75
GFALT,c106,5.20,12.10,20.83
GFALT,c152,7.00,22.00,20.83
H9V9I,c009,3.90,10.30,33.50
H9V9I,c046,6.60,12.70,33.50
H9V9I,c049,0.70,12.70,33.50
H9V9I,c097,9.90,15.70,33.50
H9V9I,c047,0.00,3.50,33.50
RTULL,c139,19.70,33.00,31.54
J867Z,c009,3.40,16.30,24.83
J867Z,c031,13.30,20.00,24.83
J867Z,c109,3.50,15.40,24.83
ENCXV,c106,7.40,28.80,32.25
ENCXV,c128,15.60,32.70,32.25
ENCXV,c107,0.00,33.00,32.25
ENCXV,c110,15.30,20.90,32.25
WXMTI,c040,14.10,20.30,32.71
WXMTI,c020,0.00,3.30,32.71
WXMTI,c021,0.00,4.30,32.71
WXMTI,c054,0.80,8.60,32.71
WXMTI,c152,15.70,24.10,32.71
WXMTI,c127,0.00,8.60,32.71
WXMTI,c043,8.50,20.20,32.71
2CR09,c141,0.00,4.20,18.67
2CR09,c020,0.00,8.20,18.67
2CR09,c148,4.10,15.70,18.67
2CR09,c000,6.00,10.90,18.67
2CR09,c006,0.00,5.10,18.67
2CR09,c008,0.00,3.70,18.67
2CR09,c023,0.00,8.70,18.67
2CR09,c097,0.00,4.30,18.67
2CR09,c002,2.50,8.90,18.67
2CR09,c022,4.60,8.90,18.67
2CR09,c021,2.10,6.50,18.67
OTT89,c096,0.00,18.80,31.62
OTT89,c055,14.80,33.00,31.62
OTT89,c148,0.00,33.00,31.62
H4KNQ,c119,14.10,20.30,31.75
H4KNQ,c132,27.40,33.00,31.75
H4KNQ,c151,25.70,33.00,31.75
H4KNQ,c097,7.90,15.80,31.75
H4KNQ,c118,0.00,18.40,31.75
NUMAW,c059,0.00,31.00,30.50
NUMAW,c137,0.00,31.00,30.50
NUMAW,c153,1.70,12.20,30.50
NUMAW,c011,0.00,31.00,30.50
NUMAW,c127,6.50,13.00,30.50
NUMAW,c152,23.00,28.40,30.50
DHPNN,c011,0.00,32.00,30.71
DHPNN,c064,8.80,15.50,30.71
DHPNN,c149,0.00,4.60,30.71
DHPNN,c059,0.00,32.00,30.71
DHPNN,c145,5.10,32.00,30.71
8GXNA,c020,0.00,8.00,31.58
8GXNA,c022,5.00,10.00,31.58
8GXNA,c000,8.00,15.00,31.58
8GXNA,c006,28.00,33.00,31.58
8GXNA,c021,5.30,11.50,31.58
8GXNA,c023,0.00,2.90,31.58
8GXNA,c001,10.50,16.70,31.58
8GXNA,c002,7.80,13.10,31.58
8GXNA,c141,25.20,33.00,31.58
8GXNA,c004,8.40,17.50,31.58
8GXNA,c097,24.30,33.00,31.58
93EOJ,c009,10.90,15.70,16.75
93EOJ,c070,2.10,14.90,16.75
93EOJ,c071,10.60,15.90,16.75
93EOJ,c073,1.70,9.30,16.75
93EOJ,c075,7.80,14.90,16.75
RJIEO,c132,17.00,27.50,29.62
RJIEO,c135,4.40,14.60,29.62
RJIEO,c151,2.90,12.70,29.62
RJIEO,c022,4.80,9.90,29.62
GY9MZ,c106,0.00,5.00,35.17
GY9MZ,c149,1.20,11.30,35.17
GY9MZ,c152,0.80,12.00,35.17
GY9MZ,c056,26.70,36.00,35.17
GY9MZ,c057,26.70,36.00,35.17
GY9MZ,c107,0.00,36.00,35.17
GY9MZ,c127,21.80,36.00,35.17
GY9MZ,c058,22.30,36.00,35.17
YCY9G,c081,28.10,34.50,36.67
YCY9G,c106,4.40,31.60,36.67
4O9A6,c106,25.60,32.00,31.46
4O9A6,c107,24.90,32.00,31.46
4O9A6,c103,0.00,21.70,31.46
4O9A6,c151,22.60,30.40,31.46
4O9A6,c060,0.00,25.30,31.46
4O9A6,c011,23.10,32.00,31.46
4O9A6,c059,24.00,32.00,31.46
R025M,c042,0.00,5.00,15.67
R025M,c113,4.00,16.00,15.67
R025M,c009,0.00,4.40,15.67
R025M,c040,0.00,2.70,15.67
R025M,c112,3.00,16.00,15.67
8OHDL,c080,12.30,17.60,29.67
8OHDL,c102,0.00,15.40,29.67
8OHDL,c098,0.00,16.00,29.67
8OHDL,c127,2.20,9.30,29.67
8OHDL,c126,11.10,18.80,29.67
W74ZY,c151,5.90,12.10,31.96
W74ZY,c000,15.30,20.30,31.96
W74ZY,c002,14.20,19.80,31.96
W74ZY,c123,5.50,15.80,31.96
W74ZY,c148,13.50,33.00,31.96
W74ZY,c154,0.00,33.00,31.96
8VVHR,c015,17.60,23.70,30.54
8VVHR,c018,11.30,17.30,30.54
8VVHR,c141,1.20,6.70,30.54
8VVHR,c017,17.60,24.30,30.54
8VVHR,c114,0.00,13.20,30.54
8VVHR,c113,7.30,13.80,30.54
BWG9B,c106,0.20,5.30,31.25
BWG9B,c123,1.60,32.00,31.25
BWG9B,c151,1.40,7.60,31.25
BWG9B,c057,5.50,12.60,31.25
BWG9B,c109,13.60,19.20,31.25
BWG9B,c009,13.60,19.20,31.25
BWG9B,c110,0.00,3.90,31.25
BPZE3,c015,0.00,36.00,35.12
BPZE3,c016,0.00,36.00,35.12
BPZE3,c147,0.00,36.00,35.12
C7V0X,c106,12.60,19.10,28.42
C7V0X,c107,15.40,28.50,28.42
C7V0X,c080,0.00,4.60,28.42
C7V0X,c077,0.00,3.60,28.42
C7V0X,c009,15.20,21.20,28.42
5OIQ7,c146,0.00,6.80,31.67
5OIQ7,c154,2.60,19.00,31.67
5OIQ7,c009,15.10,25.50,31.67
5OIQ7,c015,0.00,8.00,31.67
5OIQ7,c152,0.50,13.90,31.67
5OIQ7,c134,0.00,8.70,31.67
5OIQ7,c106,12.90,27.10,31.67
5OIQ7,c129,12.90,28.80,31.67
5OIQ7,c107,24.10,33.00,31.67
C4OY0,c019,23.70,32.00,30.54
C4OY0,c137,0.00,11.00,30.54
C4OY0,c015,18.70,32.00,30.54
C4OY0,c018,16.50,23.40,30.54
C4OY0,c127,0.00,11.90,30.54
1O4ZZ,c012,0.00,25.50,31.29
1O4ZZ,c098,0.00,32.00,31.29
1O4ZZ,c009,19.30,25.80,31.29
8R5DD,c071,6.60,17.70,25.08
8R5DD,c146,18.00,26.00,25.08
8R5DD,c122,0.00,26.00,25.08
8R5DD,c070,0.00,17.20,25.08
98NYF,c146,0.00,15.70,20.12
98NYF,c150,13.60,21.00,20.12
98NYF,c154,10.10,17.30,20.12
98NYF,c124,0.00,7.30,20.12
98NYF,c002,14.80,21.00,20.12
98NYF,c125,4.80,15.00,20.12
98NYF,c097,16.80,21.00,20.12
98NYF,c035,14.90,19.60,20.12
D7D89,c106,12.60,15.00,30.46
D7D89,c107,13.10,15.00,30.46
D7D89,c110,12.50,15.00,30.46
D7D89,c088,0.00,14.50,30.46
D7D89,c154,0.00,15.00,30.46
D7D89,c086,0.00,15.00,30.46
201W8,c106,21.50,28.60,27.54
201W8,c025,12.80,18.00,27.54
201W8,c026,0.00,29.00,27.54
201W8,c032,0.00,17.30,27.54
201W8,c108,16.20,22.00,27.54
201W8,c027,0.10,5.60,27.54
CIIWP,c006,14.50,23.20,31.33
CIIWP,c141,26.70,31.60,31.33
CIIWP,c020,1.10,8.10,31.33
